Name,Date,notes,Value,Change
ZKG,2015-7-1,notes,691.75,NEW
INO,2015-8-18,notes,230.83,INCREASED
BWS,2015-7-10,notes,660.57,DECREASED
ETP,2015-7-2,notes,972.53,NEW
ZVQ,2015-8-2,notes,256.12,DECREASED
BBL,2015-10-12,notes,78.60,DECREASED
PEX,2015-8-3,notes,158.79,DECREASED
YPF,2015-10-14,notes,47.89,INCREASED
ZVQ,2015-10-3,notes,649.17,DECREASED
DLV,2015-10-8,notes,264.19,DECREASED
RCC,2015-11-15,notes,100.75,DECREASED
IMN,2015-9-6,notes,521.28,DECREASED
QLS,2015-11-8,notes,826.52,INCREASED
KZW,2015-9-5,notes,Not found,UNKNOWN
VFK,2015-8-10,notes,-,UNKNOWN
QLS,2015-8-20,notes,897.61,INCREASED
BWS,2015-10-16,notes,136.36,DECREASED
JFG,2015-7-13,notes,491.50,DECREASED
ZPZ,2015-7-5,notes,667.65,INCREASED
JNL,2015-11-1,notes,509.87,DECREASED
COF,2015-11-16,notes,904.10,INCREASED
YRW,2015-11-3,notes,405.35,DECREASED
TFQ,2015-7-1,notes,274.70,NEW
LDT,2015-11-12,notes,703.73,INCREASED
TIO,2015-9-4,notes,389.61,DECREASED
FZV,2015-9-17,notes,251.41,DECREASED
OPZ,2015-10-6,notes,700.60,DECREASED
OBR,2015-11-17,notes,Not found,UNKNOWN
UBH,2015-11-1,notes,468.67,INCREASED
COF,2015-9-9,notes,620.16,DECREASED
IXX,2015-7-20,notes,929.1,INCREASED
NRA,2015-10-16,notes,881.36,INCREASED
KZW,2015-10-3,notes,Not applicable,UNKNOWN
OBR,2015-9-13,notes,674.26,DECREASED
WHL,2015-10-15,notes,83.59,DECREASED
BBL,2015-9-6,notes,927.66,INCREASED
BWS,2015-10-9,notes,678.92,INCREASED
JDF,2015-8-3,notes,221.54,DECREASED
DNL,2015-8-7,notes,593.76,INCREASED
DNX,2015-10-9,notes,187.22,DECREASED
VVX,2015-7-15,notes,Lost,UNKNOWN
QLS,2015-11-14,notes,690.23,DECREASED
DUO,2015-9-19,notes,503.92,INCREASED
VVX,2015-11-8,notes,302.55,DECREASED
DLV,2015-11-14,notes,-----,UNKNOWN
OQB,2015-10-18,notes,845.97,INCREASED
LTH,2015-11-7,notes,711.60,INCREASED
OPZ,2015-8-5,notes,578.57,INCREASED
ZPZ,2015-9-2,notes,577.94,INCREASED
ETP,2015-10-8,notes,272.49,DECREASED
DJY,2015-10-17,notes,155.83,DECREASED
WGX,2015-7-1,notes,956.15,NEW
INY,2015-7-20,notes,277.55,INCREASED
KZW,2015-9-19,notes,423.86,DECREASED
JXG,2015-7-16,notes,672.37,DECREASED
XKF,2015-11-19,notes,909.5,INCREASED
KJJ,2015-8-10,notes,161.86,DECREASED
FZS,2015-7-12,notes,733.75,INCREASED
QLS,2015-7-18,notes,947.99,INCREASED
ARA,2015-9-4,notes,882.87,INCREASED
JDF,2015-11-11,notes,475.81,INCREASED
EUS,2015-9-9,notes,969.6,INCREASED
ZVQ,2015-7-3,notes,549.21,INCREASED
KXO,2015-8-10,notes,909.54,INCREASED
MDH,2015-7-7,notes,Not present,UNKNOWN
NRA,2015-9-11,notes,297.79,DECREASED
OEI,2015-7-11,notes,unknown,UNKNOWN
EUS,2015-7-7,notes,237.19,DECREASED
FFJ,2015-9-9,notes,572.95,INCREASED
TSM,2015-7-16,notes,229.87,DECREASED
KXO,2015-11-6,notes,209.70,DECREASED
INY,2015-7-16,notes,946.50,INCREASED
KZW,2015-7-6,notes,580.84,INCREASED
FGF,2015-8-17,notes,223.46,DECREASED
ABU,2015-9-8,notes,N/A,UNKNOWN
LLV,2015-10-7,notes,Not present,UNKNOWN
KXO,2015-7-18,notes,372.37,DECREASED
QBU,2015-7-20,notes,420.54,INCREASED
XKF,2015-7-8,notes,231.54,INCREASED
INY,2015-7-1,notes,...,UNKNOWN
RTN,2015-9-13,notes,281.99,INCREASED
RTN,2015-7-11,notes,789.74,INCREASED
QNH,2015-10-19,notes,495.22,DECREASED
AJZ,2015-8-3,notes,20.54,DECREASED
XZZ,2015-11-17,notes,147.71,DECREASED
PFT,2015-11-16,notes,199.66,DECREASED
SBH,2015-7-14,notes,148.66,INCREASED
YRW,2015-8-3,notes,753.87,DECREASED
ZGV,2015-7-15,notes,912.29,INCREASED
DNL,2015-11-8,notes,241.63,DECREASED
TZA,2015-11-4,notes,869.40,INCREASED
WGX,2015-11-18,notes,395.77,INCREASED
XZZ,2015-8-15,notes,770.1,INCREASED
QNH,2015-10-3,notes,679.64,INCREASED
OQB,2015-10-20,notes,224.74,INCREASED
FZN,2015-10-8,notes,--,UNKNOWN
COF,2015-10-12,notes,600.47,INCREASED
TIO,2015-10-5,notes,734.24,DECREASED
PFF,2015-9-16,notes,374.72,DECREASED
YPF,2015-11-18,notes,830.8,INCREASED
NRA,2015-9-1,notes,845.52,DECREASED
JXG,2015-7-9,notes,...,UNKNOWN
FGF,2015-8-1,notes,797.23,INCREASED
ZKG,2015-11-18,notes,887.56,INCREASED
ZVQ,2015-8-15,notes,243.7,DECREASED
FKS,2015-7-7,notes,29.99,DECREASED
FZV,2015-8-18,notes,62.13,DECREASED
FKS,2015-9-3,notes,709.95,INCREASED
TFQ,2015-10-12,notes,449.17,DECREASED
PUA,2015-7-18,notes,965.70,INCREASED
ZVQ,2015-11-11,notes,-----,UNKNOWN
OPZ,2015-9-17,notes,5.96,DECREASED
HSK,2015-7-1,notes,217.46,NEW
WGX,2015-7-2,notes,254.40,DECREASED
IUQ,2015-7-8,notes,unknown,UNKNOWN
DUO,2015-7-12,notes,678.23,INCREASED
KTX,2015-7-5,notes,Not present,UNKNOWN
TZA,2015-11-19,notes,5.93,DECREASED
OPZ,2015-11-5,notes,668.44,INCREASED
FFJ,2015-11-11,notes,646.24,DECREASED
MDH,2015-8-10,notes,964.57,INCREASED
MDH,2015-8-5,notes,477.14,DECREASED
SIF,2015-9-6,notes,835.22,INCREASED
FFJ,2015-7-20,notes,485.35,DECREASED
ETP,2015-10-14,notes,Lost,UNKNOWN
SGT,2015-10-4,notes,889.99,INCREASED
BWS,2015-9-10,notes,506.85,INCREASED
RCC,2015-10-4,notes,855.64,INCREASED
PFT,2015-7-3,notes,881.97,INCREASED
XKF,2015-10-9,notes,563.59,DECREASED
DNL,2015-7-2,notes,11.22,DECREASED
INO,2015-8-7,notes,241.60,DECREASED
PGC,2015-10-9,notes,348.78,DECREASED
DMD,2015-10-13,notes,601.98,DECREASED
VFK,2015-9-1,notes,756.44,INCREASED
HSK,2015-7-2,notes,4.49,DECREASED
FKS,2015-10-19,notes,UNKOWN,UNKNOWN
GRH,2015-7-11,notes,350.3,DECREASED
XBO,2015-7-20,notes,669.77,INCREASED
ZKG,2015-7-2,notes,154.75,DECREASED
XQN,2015-9-8,notes,848.98,INCREASED
FZN,2015-9-9,notes,317.89,INCREASED
TIO,2015-8-12,notes,120.88,DECREASED
DEE,2015-7-2,notes,584.57,INCREASED
TFQ,2015-9-11,notes,595.45,DECREASED
JNL,2015-8-1,notes,877.5,INCREASED
DEE,2015-11-15,notes,Not present,UNKNOWN
RTN,2015-10-16,notes,557.72,DECREASED
ISF,2015-9-14,notes,125.87,INCREASED
DMD,2015-11-20,notes,765.74,DECREASED
QLS,2015-11-4,notes,336.73,DECREASED
JFG,2015-11-4,notes,Lost,UNKNOWN
HSK,2015-11-20,notes,728.2,DECREASED
JNL,2015-9-8,notes,470.62,DECREASED
DNL,2015-10-10,notes,972.28,INCREASED
DUO,2015-11-6,notes,240.47,DECREASED
MQZ,2015-11-20,notes,-,UNKNOWN
RHS,2015-11-4,notes,11.14,DECREASED
DLV,2015-11-4,notes,748.93,INCREASED
BBL,2015-10-16,notes,358.84,INCREASED
KJJ,2015-11-19,notes,930.61,DECREASED
NRA,2015-10-5,notes,NA,UNKNOWN
IMN,2015-9-10,notes,243.40,DECREASED
DKM,2015-9-1,notes,612.58,INCREASED
UBH,2015-7-13,notes,705.12,INCREASED
QNH,2015-10-6,notes,509.19,DECREASED
YPF,2015-9-11,notes,Not found,UNKNOWN
PEX,2015-7-17,notes,633.44,DECREASED
BWS,2015-11-1,notes,not there,UNKNOWN
DEE,2015-7-12,notes,104.89,DECREASED
MDH,2015-9-5,notes,781.17,DECREASED
RCC,2015-9-17,notes,176.98,DECREASED
SBH,2015-9-15,notes,566.97,DECREASED
LDT,2015-9-10,notes,464.7,DECREASED
DKM,2015-8-1,notes,926.71,INCREASED
ETP,2015-10-3,notes,79.85,DECREASED
WHL,2015-7-9,notes,318.91,DECREASED
KXO,2015-11-3,notes,108.60,INCREASED
ZVQ,2015-8-16,notes,875.42,INCREASED
ULI,2015-10-20,notes,770.86,INCREASED
ZPZ,2015-10-8,notes,700.89,INCREASED
RNP,2015-10-4,notes,96.98,DECREASED
JNL,2015-10-1,notes,150.59,DECREASED
TFQ,2015-7-19,notes,915.90,INCREASED
LVR,2015-8-17,notes,169.51,DECREASED
TZA,2015-11-9,notes,224.11,INCREASED
WYO,2015-7-20,notes,-,UNKNOWN
ABU,2015-10-12,notes,872.31,INCREASED
SGT,2015-8-15,notes,574.36,DECREASED
XOT,2015-10-6,notes,915.25,INCREASED
OEI,2015-9-3,notes,912.3,DECREASED
FZS,2015-7-14,notes,not there,UNKNOWN
KZW,2015-8-7,notes,237.2,DECREASED
ZKG,2015-10-2,notes,841.72,INCREASED
YLB,2015-11-5,notes,544.17,INCREASED
DNL,2015-10-20,notes,6.48,DECREASED
LTH,2015-11-18,notes,182.25,DECREASED
AJZ,2015-7-12,notes,695.67,INCREASED
WYO,2015-7-14,notes,Not applicable,UNKNOWN
ZGV,2015-10-20,notes,60.26,DECREASED
DNX,2015-10-2,notes,795.61,INCREASED
GRH,2015-10-13,notes,714.41,DECREASED
WYO,2015-7-17,notes,559.29,INCREASED
VVX,2015-8-14,notes,640.77,INCREASED
FZN,2015-11-9,notes,957.52,INCREASED
INO,2015-7-18,notes,970.88,INCREASED
LLV,2015-9-20,notes,858.74,INCREASED
TSM,2015-9-15,notes,495.4,INCREASED
DJY,2015-7-4,notes,--------,UNKNOWN
PUA,2015-11-16,notes,587.35,DECREASED
IES,2015-11-3,notes,427.17,DECREASED
OQB,2015-8-12,notes,261.6,DECREASED
IQZ,2015-8-8,notes,380.98,INCREASED
PFF,2015-8-12,notes,343.1,DECREASED
WHL,2015-9-4,notes,203.79,DECREASED
ZGV,2015-9-7,notes,149.35,DECREASED
XBO,2015-9-9,notes,814.79,DECREASED
WHJ,2015-10-19,notes,190.94,DECREASED
IXX,2015-10-19,notes,873.27,DECREASED
KTX,2015-8-19,notes,751.24,INCREASED
FZS,2015-7-11,notes,547.42,INCREASED
INO,2015-10-16,notes,513.43,DECREASED
IES,2015-9-12,notes,84.64,INCREASED
ZVQ,2015-8-18,notes,505.6,DECREASED
LDT,2015-8-16,notes,833.91,INCREASED
ZVQ,2015-9-6,notes,869.20,INCREASED
BBL,2015-7-8,notes,516.44,INCREASED
INY,2015-9-15,notes,262.92,DECREASED
LLV,2015-9-12,notes,55.52,DECREASED
FGF,2015-8-18,notes,623.28,INCREASED
PFT,2015-10-11,notes,407.98,DECREASED
BWS,2015-8-2,notes,165.28,INCREASED
OQB,2015-8-1,notes,888.33,INCREASED
FZS,2015-9-4,notes,409.32,INCREASED
ISF,2015-10-18,notes,789.98,INCREASED
XOT,2015-9-2,notes,584.36,DECREASED
IUQ,2015-10-3,notes,753.67,DECREASED
FZS,2015-11-16,notes,449.32,DECREASED
TSM,2015-9-8,notes,408.46,INCREASED
XKF,2015-7-11,notes,120.30,DECREASED
JDF,2015-8-4,notes,60.10,DECREASED
ISF,2015-10-13,notes,976.29,INCREASED
GUC,2015-8-17,notes,352.66,DECREASED
XQN,2015-9-10,notes,22.80,DECREASED
FZV,2015-9-12,notes,882.50,INCREASED
YPF,2015-11-9,notes,Lost,UNKNOWN
DNX,2015-8-8,notes,511.85,INCREASED
WGX,2015-10-9,notes,414.50,INCREASED
RTN,2015-8-18,notes,331.70,INCREASED
DUO,2015-11-16,notes,376.54,DECREASED
FKS,2015-11-19,notes,946.75,INCREASED
DMD,2015-11-9,notes,902.60,INCREASED
TZA,2015-10-9,notes,888.84,INCREASED
OEI,2015-8-6,notes,911.42,INCREASED
LVR,2015-9-20,notes,62.14,DECREASED
NRA,2015-11-18,notes,863.92,INCREASED
HSK,2015-9-9,notes,965.23,INCREASED
TSM,2015-8-7,notes,409.80,DECREASED
JFG,2015-8-20,notes,97.79,DECREASED
WGX,2015-9-8,notes,886.14,INCREASED
UBH,2015-11-15,notes,185.68,DECREASED
DKM,2015-10-1,notes,571.35,DECREASED
JNL,2015-8-11,notes,491.47,DECREASED
DLV,2015-9-18,notes,451.94,INCREASED
GRH,2015-10-15,notes,997.44,INCREASED
PGC,2015-11-11,notes,810.41,INCREASED
QBU,2015-9-9,notes,851.31,INCREASED
XKF,2015-9-20,notes,39.48,INCREASED
PUA,2015-10-8,notes,129.83,DECREASED
DEE,2015-7-10,notes,486.65,DECREASED
XZZ,2015-9-10,notes,195.26,INCREASED
TFQ,2015-8-17,notes,259.32,INCREASED
UBH,2015-11-5,notes,153.80,DECREASED
TFQ,2015-9-19,notes,730.49,INCREASED
AJZ,2015-7-14,notes,452.56,DECREASED
YRW,2015-7-15,notes,931.40,INCREASED
OQB,2015-7-2,notes,13.10,DECREASED
YPF,2015-9-18,notes,272.92,INCREASED
ZPZ,2015-10-6,notes,191.47,DECREASED
ZGV,2015-7-16,notes,775.29,DECREASED
DWM,2015-7-4,notes,367.76,INCREASED
TZA,2015-9-12,notes,unknown,UNKNOWN
FZN,2015-11-20,notes,109.37,INCREASED
MDH,2015-7-9,notes,442.81,INCREASED
INO,2015-11-15,notes,78.46,DECREASED
EUS,2015-11-18,notes,200.67,DECREASED
LII,2015-11-1,notes,949.3,INCREASED
WHJ,2015-7-15,notes,533.59,DECREASED
IES,2015-8-5,notes,164.81,DECREASED
KXO,2015-10-3,notes,136.87,INCREASED
PFF,2015-11-20,notes,--,UNKNOWN
FZV,2015-10-19,notes,899.36,INCREASED
MQZ,2015-8-16,notes,300.42,DECREASED
TFQ,2015-11-6,notes,585.86,DECREASED
ABU,2015-10-1,notes,833.26,INCREASED
ULI,2015-10-5,notes,501.97,DECREASED
FZV,2015-8-1,notes,672.86,INCREASED
INY,2015-8-19,notes,233.18,DECREASED
FZN,2015-11-16,notes,648.69,INCREASED
INO,2015-8-14,notes,581.88,DECREASED
WYO,2015-10-14,notes,780.46,INCREASED
QFX,2015-7-15,notes,755.19,INCREASED
EUS,2015-7-10,notes,998.95,INCREASED
ABU,2015-10-9,notes,80.36,DECREASED
RNP,2015-9-14,notes,309.25,DECREASED
LLV,2015-8-8,notes,606.82,DECREASED
FZV,2015-11-15,notes,488.86,INCREASED
NSJ,2015-8-19,notes,159.25,INCREASED
XZZ,2015-10-3,notes,343.41,DECREASED
FFJ,2015-9-15,notes,951.36,INCREASED
DLV,2015-9-1,notes,130.78,DECREASED
FZS,2015-9-15,notes,205.55,INCREASED
JXG,2015-10-3,notes,418.57,INCREASED
OPZ,2015-7-7,notes,448.64,INCREASED
XBO,2015-11-5,notes,76.34,DECREASED
BWS,2015-7-5,notes,530.41,DECREASED
XOT,2015-7-8,notes,486.35,INCREASED
JNL,2015-8-12,notes,458.86,DECREASED
WHL,2015-7-19,notes,548.68,INCREASED
XQN,2015-9-7,notes,489.62,INCREASED
PUA,2015-8-16,notes,N/A,UNKNOWN
ELM,2015-11-7,notes,115.63,DECREASED
UBH,2015-11-14,notes,615.73,INCREASED
JXG,2015-10-9,notes,850.81,INCREASED
PGC,2015-11-3,notes,367.65,INCREASED
XZZ,2015-10-1,notes,186.65,DECREASED
PUA,2015-8-2,notes,236.84,DECREASED
RTN,2015-11-12,notes,544.15,DECREASED
WHJ,2015-8-12,notes,395.97,INCREASED
IQZ,2015-7-15,notes,645.41,INCREASED
PUA,2015-7-10,notes,239.81,DECREASED
FZV,2015-10-4,notes,75.83,DECREASED
QBU,2015-8-2,notes,389.59,INCREASED
TIO,2015-8-11,notes,unknown,UNKNOWN
ELM,2015-9-16,notes,296.97,DECREASED
TIO,2015-8-6,notes,129.26,DECREASED
KTX,2015-7-17,notes,330.15,INCREASED
SIF,2015-11-5,notes,561.49,INCREASED
LDT,2015-8-9,notes,751.12,INCREASED
YRW,2015-9-20,notes,945.44,INCREASED
BWS,2015-11-5,notes,497.92,DECREASED
FKS,2015-10-2,notes,...,UNKNOWN
LLV,2015-8-5,notes,UNKOWN,UNKNOWN
AJZ,2015-11-20,notes,97.22,DECREASED
LTH,2015-9-5,notes,189.95,DECREASED
LLV,2015-11-17,notes,Missing,UNKNOWN
IES,2015-7-12,notes,750.40,INCREASED
ELM,2015-8-19,notes,599.7,INCREASED
KZW,2015-10-14,notes,856.16,INCREASED
JXG,2015-11-11,notes,716.66,INCREASED
KXO,2015-10-7,notes,612.11,INCREASED
SIF,2015-9-14,notes,63.73,DECREASED
COF,2015-7-18,notes,97.21,DECREASED
AJZ,2015-9-3,notes,471.96,INCREASED
XBO,2015-10-3,notes,423.36,DECREASED
QFX,2015-9-4,notes,585.72,INCREASED
RTN,2015-11-6,notes,692.98,DECREASED
PFT,2015-7-18,notes,219.62,INCREASED
EUS,2015-10-3,notes,744.91,INCREASED
RCC,2015-8-4,notes,844.8,INCREASED
HSK,2015-10-6,notes,348.74,DECREASED
FGF,2015-8-15,notes,493.28,INCREASED
ISF,2015-7-16,notes,776.78,INCREASED
SIF,2015-7-7,notes,874.83,INCREASED
KZW,2015-10-9,notes,300.8,DECREASED
YRW,2015-9-7,notes,378.77,INCREASED
YLB,2015-11-7,notes,734.34,INCREASED
WGX,2015-11-12,notes,N/A,UNKNOWN
VFK,2015-10-11,notes,unknown,UNKNOWN
RHS,2015-10-20,notes,759.13,INCREASED
IFM,2015-11-14,notes,267.7,DECREASED
DNL,2015-8-11,notes,246.71,DECREASED
DMD,2015-11-15,notes,895.45,INCREASED
NIS,2015-7-7,notes,924.99,INCREASED
QNH,2015-10-11,notes,451.64,INCREASED
BWS,2015-7-6,notes,399.3,DECREASED
IUQ,2015-7-20,notes,753.75,INCREASED
MDH,2015-9-1,notes,353.46,INCREASED
WHL,2015-10-6,notes,946.65,INCREASED
ELM,2015-10-18,notes,561.83,DECREASED
RHS,2015-7-6,notes,252.80,DECREASED
ZGV,2015-9-14,notes,448.84,INCREASED
ULI,2015-8-19,notes,572.56,INCREASED
TZA,2015-11-18,notes,160.66,DECREASED
PFF,2015-11-3,notes,35.58,DECREASED
TZA,2015-11-2,notes,657.11,INCREASED
ETP,2015-8-11,notes,494.22,INCREASED
LTH,2015-7-7,notes,803.20,INCREASED
KXO,2015-9-2,notes,180.39,DECREASED
XOT,2015-8-8,notes,482.61,INCREASED
INO,2015-7-12,notes,13.49,DECREASED
RTN,2015-9-5,notes,2.88,DECREASED
OBR,2015-9-20,notes,Not found,UNKNOWN
LVR,2015-10-8,notes,499.89,INCREASED
AJZ,2015-9-12,notes,N/A,UNKNOWN
LTH,2015-10-11,notes,unknown,UNKNOWN
FFJ,2015-11-18,notes,724.0,INCREASED
LLV,2015-9-6,notes,Not applicable,UNKNOWN
PEX,2015-8-14,notes,136.16,INCREASED
SGT,2015-11-2,notes,57.34,DECREASED
DUO,2015-7-15,notes,364.55,DECREASED
DNL,2015-10-15,notes,330.87,DECREASED
ISF,2015-11-9,notes,325.32,INCREASED
TFQ,2015-7-11,notes,252.10,DECREASED
KZW,2015-8-18,notes,717.89,INCREASED
HSK,2015-11-17,notes,952.52,INCREASED
NSJ,2015-11-17,notes,48.35,DECREASED
PUA,2015-7-7,notes,606.99,INCREASED
DNL,2015-10-2,notes,--,UNKNOWN
XKF,2015-9-11,notes,944.47,INCREASED
JXG,2015-7-18,notes,848.77,INCREASED
XZZ,2015-8-11,notes,147.18,INCREASED
NSJ,2015-11-14,notes,931.77,INCREASED
NSJ,2015-7-14,notes,94.6,INCREASED
RNP,2015-9-16,notes,189.3,DECREASED
INY,2015-8-12,notes,617.15,DECREASED
IFM,2015-10-17,notes,217.21,DECREASED
YRW,2015-10-10,notes,816.70,INCREASED
BWS,2015-10-17,notes,229.53,INCREASED
JNL,2015-9-5,notes,227.35,DECREASED
FZV,2015-11-10,notes,144.98,DECREASED
KCT,2015-10-20,notes,267.50,DECREASED
OQB,2015-7-3,notes,58.51,INCREASED
WHL,2015-8-16,notes,180.35,DECREASED
JFG,2015-7-17,notes,unknown,UNKNOWN
IES,2015-11-18,notes,913.93,INCREASED
RTN,2015-10-4,notes,325.27,INCREASED
YPF,2015-8-3,notes,515.31,INCREASED
TIO,2015-10-17,notes,309.49,DECREASED
ZVQ,2015-8-3,notes,N/A,UNKNOWN
KTX,2015-9-16,notes,810.23,INCREASED
XBO,2015-9-13,notes,224.45,DECREASED
KTX,2015-10-16,notes,30.25,DECREASED
YRW,2015-9-8,notes,261.22,DECREASED
DWM,2015-8-20,notes,349.48,DECREASED
ZKG,2015-9-16,notes,611.54,INCREASED
IMN,2015-10-1,notes,17.34,DECREASED
XBO,2015-8-7,notes,293.9,INCREASED
DKM,2015-7-16,notes,542.93,DECREASED
IQZ,2015-7-4,notes,439.50,DECREASED
ABU,2015-9-14,notes,664.15,INCREASED
PUA,2015-11-13,notes,Not applicable,UNKNOWN
IFM,2015-11-20,notes,720.79,INCREASED
YPF,2015-8-9,notes,700.8,INCREASED
LTH,2015-8-6,notes,280.87,DECREASED
ISF,2015-8-12,notes,703.10,INCREASED
LII,2015-8-14,notes,Not found,UNKNOWN
DKM,2015-8-8,notes,132.96,INCREASED
LII,2015-11-13,notes,992.64,INCREASED
LDT,2015-11-3,notes,185.67,DECREASED
DUO,2015-8-9,notes,269.90,DECREASED
IUQ,2015-10-5,notes,843.81,INCREASED
RNP,2015-9-2,notes,Missing,UNKNOWN
PEX,2015-11-2,notes,594.8,INCREASED
TIO,2015-11-6,notes,356.89,DECREASED
DEE,2015-7-11,notes,805.87,INCREASED
DKM,2015-7-7,notes,168.0,DECREASED
KCT,2015-8-2,notes,924.3,INCREASED
NIS,2015-11-10,notes,691.6,DECREASED
PGC,2015-7-10,notes,172.57,INCREASED
JXG,2015-11-7,notes,144.80,DECREASED
WGX,2015-8-19,notes,878.11,INCREASED
DNL,2015-7-4,notes,687.1,INCREASED
WYO,2015-10-9,notes,685.2,INCREASED
KJJ,2015-10-11,notes,279.72,DECREASED
BWS,2015-11-10,notes,970.82,INCREASED
SBH,2015-11-6,notes,349.34,INCREASED
YPF,2015-10-17,notes,745.4,INCREASED
ZKG,2015-8-7,notes,-,UNKNOWN
WGX,2015-9-16,notes,106.20,DECREASED
KCT,2015-10-19,notes,458.55,INCREASED
DEE,2015-11-2,notes,244.18,DECREASED
COF,2015-8-1,notes,150.21,DECREASED
KZW,2015-8-20,notes,300.91,DECREASED
IUQ,2015-7-16,notes,917.1,DECREASED
ZPZ,2015-9-14,notes,561.8,INCREASED
BWS,2015-8-19,notes,Not present,UNKNOWN
JXG,2015-9-13,notes,567.66,DECREASED
WYO,2015-11-20,notes,891.23,INCREASED
LVR,2015-11-11,notes,450.40,DECREASED
XBO,2015-11-11,notes,311.1,INCREASED
BWS,2015-9-3,notes,516.39,DECREASED
MQZ,2015-7-8,notes,421.33,INCREASED
OBR,2015-10-14,notes,766.13,INCREASED
FGF,2015-10-4,notes,397.52,DECREASED
UBH,2015-8-20,notes,810.63,INCREASED
LVR,2015-11-9,notes,606.60,INCREASED
ZKG,2015-9-18,notes,346.53,INCREASED
ZVQ,2015-7-18,notes,UNKOWN,UNKNOWN
BBL,2015-11-9,notes,112.79,DECREASED
ISF,2015-8-15,notes,347.80,DECREASED
PFF,2015-9-4,notes,956.63,INCREASED
LTH,2015-10-2,notes,237.0,DECREASED
MDH,2015-9-18,notes,826.24,INCREASED
INY,2015-10-3,notes,90.14,INCREASED
TSM,2015-7-2,notes,7.2,DECREASED
DUO,2015-11-1,notes,278.58,DECREASED
FZV,2015-7-12,notes,84.1,DECREASED
ZPZ,2015-10-15,notes,970.51,INCREASED
NSJ,2015-8-10,notes,317.55,DECREASED
INO,2015-9-14,notes,60.53,DECREASED
XQN,2015-7-17,notes,956.58,DECREASED
VVX,2015-11-14,notes,634.4,INCREASED
OEI,2015-11-15,notes,249.11,DECREASED
JNL,2015-10-14,notes,233.76,DECREASED
ETP,2015-9-16,notes,6.19,DECREASED
DNL,2015-10-18,notes,524.1,INCREASED
FZN,2015-9-7,notes,506.74,INCREASED
ETP,2015-10-10,notes,405.50,INCREASED
KZW,2015-11-18,notes,250.80,DECREASED
WHJ,2015-11-11,notes,265.21,DECREASED
AJZ,2015-9-1,notes,135.92,INCREASED
QFX,2015-8-5,notes,713.88,INCREASED
YLB,2015-9-7,notes,998.62,INCREASED
XBO,2015-10-13,notes,707.28,INCREASED
PGC,2015-11-20,notes,461.4,INCREASED
ORX,2015-8-9,notes,887.78,INCREASED
XZZ,2015-9-16,notes,946.98,INCREASED
JNL,2015-9-14,notes,745.50,INCREASED
ELM,2015-9-10,notes,165.65,DECREASED
MDH,2015-11-5,notes,144.36,DECREASED
ARA,2015-7-2,notes,432.72,NEW
ORX,2015-8-18,notes,379.33,INCREASED
WGX,2015-7-8,notes,767.72,DECREASED
PFT,2015-11-13,notes,618.56,INCREASED
DNL,2015-10-13,notes,439.77,INCREASED
XBO,2015-9-18,notes,733.50,INCREASED
COF,2015-7-16,notes,816.69,INCREASED
NIS,2015-11-17,notes,977.44,INCREASED
OEI,2015-11-14,notes,561.94,INCREASED
OEI,2015-10-15,notes,990.97,INCREASED
ZKG,2015-7-5,notes,726.6,INCREASED
ISF,2015-8-7,notes,371.33,DECREASED
VVX,2015-10-9,notes,676.5,DECREASED
DNL,2015-8-20,notes,523.13,INCREASED
DNX,2015-10-8,notes,373.10,INCREASED
SGT,2015-7-17,notes,819.84,DECREASED
XZZ,2015-7-12,notes,38.78,INCREASED
RTN,2015-7-16,notes,412.26,INCREASED
PEX,2015-9-14,notes,unknown,UNKNOWN
YLB,2015-11-18,notes,187.54,DECREASED
LTH,2015-11-1,notes,416.21,INCREASED
IFM,2015-10-1,notes,UNKOWN,UNKNOWN
ELM,2015-8-1,notes,918.47,INCREASED
XZZ,2015-11-1,notes,603.54,INCREASED
XQN,2015-8-17,notes,359.90,DECREASED
MQZ,2015-8-20,notes,41.49,DECREASED
PUA,2015-11-8,notes,791.13,INCREASED
NSJ,2015-7-19,notes,87.6,DECREASED
TFQ,2015-10-20,notes,870.91,INCREASED
TIO,2015-7-4,notes,508.0,INCREASED
AJZ,2015-11-13,notes,424.34,DECREASED
XOT,2015-11-8,notes,648.74,INCREASED
QFX,2015-9-16,notes,465.91,INCREASED
RHS,2015-10-8,notes,805.78,DECREASED
WYO,2015-7-11,notes,281.43,DECREASED
IXX,2015-11-10,notes,696.87,INCREASED
ZKG,2015-11-3,notes,384.5,INCREASED
EUS,2015-7-3,notes,298.6,DECREASED
OPZ,2015-9-16,notes,95.47,DECREASED
DLV,2015-9-16,notes,234.30,INCREASED
BWS,2015-11-9,notes,105.56,INCREASED
JDF,2015-9-17,notes,Not present,UNKNOWN
XZZ,2015-8-16,notes,671.63,DECREASED
LTH,2015-8-7,notes,23.20,DECREASED
ISF,2015-7-4,notes,546.11,DECREASED
PUA,2015-9-10,notes,209.1,DECREASED
QLS,2015-7-10,notes,645.51,INCREASED
LII,2015-10-17,notes,595.48,INCREASED
KXO,2015-7-19,notes,994.10,INCREASED
XBO,2015-11-13,notes,219.62,DECREASED
QBU,2015-9-17,notes,545.52,INCREASED
JFG,2015-8-14,notes,283.50,DECREASED
DUO,2015-8-18,notes,653.86,INCREASED
WHJ,2015-7-2,notes,98.78,DECREASED
